iso_639_3,language_name,is_macrolanguage,matched_fineweb2,matched_huggingface,matched_commonvoice,num_sources_matched,any_match_via_iso639_2,matched_sources_label
bos,Bosnian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
bre,Breton,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
brh,Brahui,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
brx,Bodo (India),False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
bul,Bulgarian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
bum,Bulu (Cameroon),False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
bxr,Russia Buriat,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
byv,Medumba,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cak,Kaqchikel,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cat,Catalan,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ces,Czech,False,True,True,True,3,True,FineWeb-2+HuggingFace+CommonVoice
cgg,Chiga,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
che,Chechen,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
chv,Chuvash,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cjk,Chokwe,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ckb,Central Kurdish,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cnh,Hakha Chin,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cor,Cornish,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cos,Corsican,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cpy,South Ucayali Ashéninka,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
crh,Crimean Tatar,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cut,Teutila Cuicatec,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cux,Tepeuxila Cuicatec,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
cym,Welsh,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dag,Dagbani,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dan,Danish,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dar,Dargwa,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
deu,German,False,True,True,True,3,True,FineWeb-2+HuggingFace+CommonVoice
div,Dhivehi,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dru,Rukai,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dsb,Lower Sorbian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dua,Duala,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dyu,Dyula,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
dzo,Dzongkha,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
eko,Koti,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ell,Modern Greek (1453-),False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
epo,Esperanto,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
esu,Central Yupik,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
eto,Eton (Cameroon),False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
eus,Basque,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ewe,Ewe,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
ewo,Ewondo,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fan,Fang (Equatorial Guinea),False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fao,Faroese,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fas,Persian,True,True,True,True,3,True,FineWeb-2+HuggingFace+CommonVoice
fin,Finnish,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fra,French,False,True,True,True,3,True,FineWeb-2+HuggingFace+CommonVoice
fry,Western Frisian,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fub,Adamawa Fulfulde,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fue,Borgu Fulfulde,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
fuf,Pular,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
gaa,Ga,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
gcf,Guadeloupean Creole French,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
gej,Gen,False,True,True,True,3,False,FineWeb-2+HuggingFace+CommonVoice
