dataset_id,language_code,languages_in_dataset,linguality,license,modalities,tasks,provenance,synthetic_flag,arxiv_ids,doi_ids,num_examples,num_bytes,resolution_tier,matched_configurations,all_configurations,all_configurations_count,lang_column_used,text_column_used,tier1_size_source,manual_review
mteb/biblenlp-corpus-mmteb,aai,aai;aak;aau;aaz;abt;abx;aby;acf;acr;acu;adz;aer;aey;agd;agg;agm;agn;agr;agt;agu;aia;aii;aka;ake;alp;alq;als;aly;ame;amf;amk;amm;amn;amo;amp;amr;amu;amx;anh;anv;aoi;aoj;aom;aon;apb;ape;apn;apr;apu;apw;apz;arb;are;arl;arn;arp;asm;aso;ata;atb;atd;atg;att;auc;aui;auy;avt;awb;awk;awx;azb;azg;azz;bao;bba;bbb;bbr;bch;bco;bdd;bea;bef;bel;ben;beo;beu;bgs;bgt;bhg;bhl;big;bjk;bjp;bjr;bjv;bjz;bkd;bki;bkq;bkx;blw;blz;bmh;bmk;bmr;bmu;bnp;boa;boj;bon;box;bpr;bps;bqc;bqp;bre;bsj;bsn;bsp;bss;buk;bus;bvd;bvr;bxh;byr;byx;bzd;bzh;bzj;caa;cab;cac;caf;cak;cao;cap;car;cav;cax;cbc;cbi;cbk;cbr;cbs;cbt;cbu;cbv;cco;ceb;cek;ces;cgc;cha;chd;chf;chk;chq;chz;cjo;cjv;ckb;cle;clu;cme;cmn;cni;cnl;cnt;cof;con;cop;cot;cpa;cpb;cpc;cpu;cpy;crn;crx;cso;csy;cta;cth;ctp;ctu;cub;cuc;cui;cuk;cut;cux;cwe;cya;daa;dad;dah;dan;ded;deu;dgc;dgr;dgz;dhg;dif;dik;dji;djk;djr;dob;dop;dov;dwr;dww;dwy;ebk;eko;emi;emp;eng;enq;epo;eri;ese;esk;etr;ewe;faa;fai;far;ffm;for;fra;fue;fuf;fuh;gah;gai;gam;gaw;gdn;gdr;geb;gfk;ghs;glk;gmv;gng;gnn;gnw;gof;grc;gub;guh;gui;guj;gul;gum;gun;guo;gup;gux;gvc;gvf;gvn;gvs;gwi;gym;gyr;hat;hau;haw;hbo;hch;heb;heg;hin;hix;hla;hlt;hmo;hns;hop;hot;hrv;hto;hub;hui;hun;hus;huu;huv;hvn;ian;ign;ikk;ikw;ilo;imo;inb;ind;ino;iou;ipi;isn;ita;iws;ixl;jac;jae;jao;jic;jid;jiv;jni;jpn;jvn;kan;kaq;kbc;kbh;kbm;kbq;kdc;kde;kdl;kek;ken;kew;kgf;kgk;kgp;khs;khz;kik;kiw;kiz;kje;kjs;kkc;kkl;klt;klv;kmg;kmh;kmk;kmo;kms;kmu;kne;knf;knj;knv;kos;kpf;kpg;kpj;kpr;kpw;kpx;kqa;kqc;kqf;kql;kqw;ksd;ksj;ksr;ktm;kto;kud;kue;kup;kvg;kvn;kwd;kwf;kwi;kwj;kyc;kyf;kyg;kyq;kyz;kze;lac;lat;lbb;lbk;lcm;leu;lex;lgl;lid;lif;lin;lit;llg;lug;luo;lww;maa;maj;mal;mam;maq;mar;mau;mav;maz;mbb;mbc;mbh;mbj;mbl;mbs;mbt;mca;mcb;mcd;mcf;mco;mcp;mcq;mcr;mdy;med;mee;mek;meq;met;meu;mgc;mgh;mgw;mhl;mib;mic;mie;mig;mih;mil;mio;mir;mit;miz;mjc;mkj;mkl;mkn;mks;mle;mlh;mlp;mmo;mmx;mna;mop;mox;mph;mpj;mpm;mpp;mps;mpt;mpx;mqb;mqj;msb;msc;msk;msm;msy;mti;mto;mux;muy;mva;mvn;mwc;mwe;mwf;mwp;mxb;mxp;mxq;mxt;mya;myk;myu;myw;myy;mzz;nab;naf;nak;nas;nbq;nca;nch;ncj;ncl;ncu;ndg;ndj;nfa;ngp;ngu;nhe;nhg;nhi;nho;nhr;nhu;nhw;nhy;nif;nii;nin;nko;nld;nlg;nna;nnq;noa;nop;not;nou;npi;npl;nsn;nss;ntj;ntp;ntu;nuy;nvm;nwi;nya;nys;nyu;obo;okv;omw;ong;ons;ood;opm;ory;ote;otm;otn;otq;ots;pab;pad;pah;pan;pao;pes;pib;pio;pir;piu;pjt;pls;plu;pma;poe;poh;poi;pol;pon;por;poy;ppo;prf;pri;ptp;ptu;pwg;qub;quc;quf;quh;qul;qup;qvc;qve;qvh;qvm;qvn;qvs;qvw;qvz;qwh;qxh;qxn;qxo;rai;reg;rgu;rkb;rmc;rmy;ron;roo;rop;row;rro;ruf;rug;rus;rwo;sab;san;sbe;sbk;sbs;seh;sey;sgb;sgz;shj;shp;sim;sja;sll;smk;snc;snn;snp;snx;sny;som;soq;soy;spa;spl;spm;spp;sps;spy;sri;srm;srn;srp;srq;ssd;ssg;ssx;stp;sua;sue;sus;suz;swe;swh;swp;sxb;tac;taj;tam;tav;taw;tbc;tbf;tbg;tbo;tbz;tca;tcs;tcz;tdt;tee;tel;ter;tet;tew;tfr;tgk;tgl;tgo;tgp;tha;tif;tim;tiw;tiy;tke;tku;tlf;tmd;tna;tnc;tnk;tnn;tnp;toc;tod;tof;toj;ton;too;top;tos;tpa;tpi;tpt;tpz;trc;tsw;ttc;tte;tuc;tue;tuf;tuo;tur;tvk;twi;txq;txu;tzj;tzo;ubr;ubu;udu;uig;ukr;uli;ulk;upv;ura;urb;urd;uri;urt;urw;usa;usp;uvh;uvl;vid;vie;viv;vmy;waj;wal;wap;wat;wbi;wbp;wed;wer;wim;wiu;wiv;wmt;wmw;wnc;wnu;wol;wos;wrk;wro;wrs;wsk;wuv;xav;xbi;xed;xla;xnn;xon;xsi;xtd;xtm;yaa;yad;yal;yap;yaq;yby;ycn;yka;yle;yml;yon;yor;yrb;yre;yss;yuj;yut;yuw;yva;zaa;zab;zac;zad;zai;zaj;zam;zao;zap;zar;zas;zat;zav;zaw;zca;zga;zia;ziw;zlm;zos;zpc;zpl;zpm;zpo;zpq;zpu;zpv;zpz;zsr;ztq;zty;zyp,multilingual,cc-by-sa-4.0,text,translation,machine_generated,True,2304.09919;2502.13595;2210.07316,,901,0,tier1_per_language_config,eng_Latn-aai_Latn,default;eng_Latn-zac_Latn;eng_Latn-lit_Latn;eng_Latn-cgc_Latn;eng_Latn-guh_Latn;eng_Latn-ckb_Arab;eng_Latn-cop_Copt;eng_Latn-lif_Deva;eng_Latn-cwe_Latn;eng_Latn-kwj_Latn;eng_Latn-srp_Latn;eng_Latn-qvn_Latn;eng_Latn-tsw_Latn;eng_Latn-wro_Latn;eng_Latn-tod_Latn;eng_Latn-bco_Latn;eng_Latn-ikk_Latn;eng_Latn-tna_Latn;eng_Latn-swp_Latn;eng_Latn-agm_Latn ...(829 total),829,,,builder_metadata,
mteb/biblenlp-corpus-mmteb,aak,aai;aak;aau;aaz;abt;abx;aby;acf;acr;acu;adz;aer;aey;agd;agg;agm;agn;agr;agt;agu;aia;aii;aka;ake;alp;alq;als;aly;ame;amf;amk;amm;amn;amo;amp;amr;amu;amx;anh;anv;aoi;aoj;aom;aon;apb;ape;apn;apr;apu;apw;apz;arb;are;arl;arn;arp;asm;aso;ata;atb;atd;atg;att;auc;aui;auy;avt;awb;awk;awx;azb;azg;azz;bao;bba;bbb;bbr;bch;bco;bdd;bea;bef;bel;ben;beo;beu;bgs;bgt;bhg;bhl;big;bjk;bjp;bjr;bjv;bjz;bkd;bki;bkq;bkx;blw;blz;bmh;bmk;bmr;bmu;bnp;boa;boj;bon;box;bpr;bps;bqc;bqp;bre;bsj;bsn;bsp;bss;buk;bus;bvd;bvr;bxh;byr;byx;bzd;bzh;bzj;caa;cab;cac;caf;cak;cao;cap;car;cav;cax;cbc;cbi;cbk;cbr;cbs;cbt;cbu;cbv;cco;ceb;cek;ces;cgc;cha;chd;chf;chk;chq;chz;cjo;cjv;ckb;cle;clu;cme;cmn;cni;cnl;cnt;cof;con;cop;cot;cpa;cpb;cpc;cpu;cpy;crn;crx;cso;csy;cta;cth;ctp;ctu;cub;cuc;cui;cuk;cut;cux;cwe;cya;daa;dad;dah;dan;ded;deu;dgc;dgr;dgz;dhg;dif;dik;dji;djk;djr;dob;dop;dov;dwr;dww;dwy;ebk;eko;emi;emp;eng;enq;epo;eri;ese;esk;etr;ewe;faa;fai;far;ffm;for;fra;fue;fuf;fuh;gah;gai;gam;gaw;gdn;gdr;geb;gfk;ghs;glk;gmv;gng;gnn;gnw;gof;grc;gub;guh;gui;guj;gul;gum;gun;guo;gup;gux;gvc;gvf;gvn;gvs;gwi;gym;gyr;hat;hau;haw;hbo;hch;heb;heg;hin;hix;hla;hlt;hmo;hns;hop;hot;hrv;hto;hub;hui;hun;hus;huu;huv;hvn;ian;ign;ikk;ikw;ilo;imo;inb;ind;ino;iou;ipi;isn;ita;iws;ixl;jac;jae;jao;jic;jid;jiv;jni;jpn;jvn;kan;kaq;kbc;kbh;kbm;kbq;kdc;kde;kdl;kek;ken;kew;kgf;kgk;kgp;khs;khz;kik;kiw;kiz;kje;kjs;kkc;kkl;klt;klv;kmg;kmh;kmk;kmo;kms;kmu;kne;knf;knj;knv;kos;kpf;kpg;kpj;kpr;kpw;kpx;kqa;kqc;kqf;kql;kqw;ksd;ksj;ksr;ktm;kto;kud;kue;kup;kvg;kvn;kwd;kwf;kwi;kwj;kyc;kyf;kyg;kyq;kyz;kze;lac;lat;lbb;lbk;lcm;leu;lex;lgl;lid;lif;lin;lit;llg;lug;luo;lww;maa;maj;mal;mam;maq;mar;mau;mav;maz;mbb;mbc;mbh;mbj;mbl;mbs;mbt;mca;mcb;mcd;mcf;mco;mcp;mcq;mcr;mdy;med;mee;mek;meq;met;meu;mgc;mgh;mgw;mhl;mib;mic;mie;mig;mih;mil;mio;mir;mit;miz;mjc;mkj;mkl;mkn;mks;mle;mlh;mlp;mmo;mmx;mna;mop;mox;mph;mpj;mpm;mpp;mps;mpt;mpx;mqb;mqj;msb;msc;msk;msm;msy;mti;mto;mux;muy;mva;mvn;mwc;mwe;mwf;mwp;mxb;mxp;mxq;mxt;mya;myk;myu;myw;myy;mzz;nab;naf;nak;nas;nbq;nca;nch;ncj;ncl;ncu;ndg;ndj;nfa;ngp;ngu;nhe;nhg;nhi;nho;nhr;nhu;nhw;nhy;nif;nii;nin;nko;nld;nlg;nna;nnq;noa;nop;not;nou;npi;npl;nsn;nss;ntj;ntp;ntu;nuy;nvm;nwi;nya;nys;nyu;obo;okv;omw;ong;ons;ood;opm;ory;ote;otm;otn;otq;ots;pab;pad;pah;pan;pao;pes;pib;pio;pir;piu;pjt;pls;plu;pma;poe;poh;poi;pol;pon;por;poy;ppo;prf;pri;ptp;ptu;pwg;qub;quc;quf;quh;qul;qup;qvc;qve;qvh;qvm;qvn;qvs;qvw;qvz;qwh;qxh;qxn;qxo;rai;reg;rgu;rkb;rmc;rmy;ron;roo;rop;row;rro;ruf;rug;rus;rwo;sab;san;sbe;sbk;sbs;seh;sey;sgb;sgz;shj;shp;sim;sja;sll;smk;snc;snn;snp;snx;sny;som;soq;soy;spa;spl;spm;spp;sps;spy;sri;srm;srn;srp;srq;ssd;ssg;ssx;stp;sua;sue;sus;suz;swe;swh;swp;sxb;tac;taj;tam;tav;taw;tbc;tbf;tbg;tbo;tbz;tca;tcs;tcz;tdt;tee;tel;ter;tet;tew;tfr;tgk;tgl;tgo;tgp;tha;tif;tim;tiw;tiy;tke;tku;tlf;tmd;tna;tnc;tnk;tnn;tnp;toc;tod;tof;toj;ton;too;top;tos;tpa;tpi;tpt;tpz;trc;tsw;ttc;tte;tuc;tue;tuf;tuo;tur;tvk;twi;txq;txu;tzj;tzo;ubr;ubu;udu;uig;ukr;uli;ulk;upv;ura;urb;urd;uri;urt;urw;usa;usp;uvh;uvl;vid;vie;viv;vmy;waj;wal;wap;wat;wbi;wbp;wed;wer;wim;wiu;wiv;wmt;wmw;wnc;wnu;wol;wos;wrk;wro;wrs;wsk;wuv;xav;xbi;xed;xla;xnn;xon;xsi;xtd;xtm;yaa;yad;yal;yap;yaq;yby;ycn;yka;yle;yml;yon;yor;yrb;yre;yss;yuj;yut;yuw;yva;zaa;zab;zac;zad;zai;zaj;zam;zao;zap;zar;zas;zat;zav;zaw;zca;zga;zia;ziw;zlm;zos;zpc;zpl;zpm;zpo;zpq;zpu;zpv;zpz;zsr;ztq;zty;zyp,multilingual,cc-by-sa-4.0,text,translation,machine_generated,True,2304.09919;2502.13595;2210.07316,,939,0,tier1_per_language_config,eng_Latn-aak_Arab,default;eng_Latn-zac_Latn;eng_Latn-lit_Latn;eng_Latn-cgc_Latn;eng_Latn-guh_Latn;eng_Latn-ckb_Arab;eng_Latn-cop_Copt;eng_Latn-lif_Deva;eng_Latn-cwe_Latn;eng_Latn-kwj_Latn;eng_Latn-srp_Latn;eng_Latn-qvn_Latn;eng_Latn-tsw_Latn;eng_Latn-wro_Latn;eng_Latn-tod_Latn;eng_Latn-bco_Latn;eng_Latn-ikk_Latn;eng_Latn-tna_Latn;eng_Latn-swp_Latn;eng_Latn-agm_Latn ...(829 total),829,,,builder_metadata,
