subset,code,reason
knv_Latn,knv,not_in_cc_data
knx_Latn,knx,not_in_cc_data
kny_Latn,kny,not_in_cc_data
kog_Latn,kog,not_in_cc_data
koi_Cyrl,koi,not_in_cc_data
koo_Latn,koo,not_in_cc_data
kos_Latn,kos,not_in_cc_data
kpe_Latn,kpe,not_in_cc_data
kpf_Latn,kpf,not_in_cc_data
kpg_Latn,kpg,not_in_cc_data
kpj_Latn,kpj,not_in_cc_data
kpq_Latn,kpq,not_in_cc_data
kpr_Latn,kpr,not_in_cc_data
kpv_Cyrl,kpv,not_in_cc_data
kpw_Latn,kpw,not_in_cc_data
kpx_Latn,kpx,not_in_cc_data
kpz_Latn,kpz,not_in_cc_data
kqc_Latn,kqc,not_in_cc_data
kqe_Latn,kqe,not_in_cc_data
kqf_Latn,kqf,not_in_cc_data
kql_Latn,kql,not_in_cc_data
kqn_Latn,kqn,not_in_cc_data
kqo_Latn,kqo,not_in_cc_data
kqp_Latn,kqp,not_in_cc_data
kqs_Latn,kqs,not_in_cc_data
kqw_Latn,kqw,not_in_cc_data
kqy_Ethi,kqy,not_in_cc_data
krc_Cyrl,krc,not_in_cc_data
kri_Latn,kri,not_in_cc_data
krj_Latn,krj,not_in_cc_data
krl_Latn,krl,not_in_cc_data
kru_Deva,kru,not_in_cc_data
krx_Latn,krx,not_in_cc_data
ksb_Latn,ksb,not_in_cc_data
ksc_Latn,ksc,not_in_cc_data
ksd_Latn,ksd,not_in_cc_data
ksf_Latn,ksf,not_in_cc_data
ksh_Latn,ksh,not_in_cc_data
ksj_Latn,ksj,not_in_cc_data
ksp_Latn,ksp,not_in_cc_data
ksr_Latn,ksr,not_in_cc_data
kss_Latn,kss,not_in_cc_data
ksw_Mymr,ksw,not_in_cc_data
ktb_Ethi,ktb,not_in_cc_data
ktj_Latn,ktj,not_in_cc_data
ktm_Latn,ktm,not_in_cc_data
kto_Latn,kto,not_in_cc_data
ktu_Latn,ktu,not_in_cc_data
ktz_Latn,ktz,not_in_cc_data
kua_Latn,kua,not_in_cc_data
kub_Latn,kub,not_in_cc_data
kud_Latn,kud,not_in_cc_data
kue_Latn,kue,not_in_cc_data
kuj_Latn,kuj,not_in_cc_data
kum_Cyrl,kum,not_in_cc_data
kup_Latn,kup,not_in_cc_data
kus_Latn,kus,not_in_cc_data
kvg_Latn,kvg,not_in_cc_data
kvj_Latn,kvj,not_in_cc_data
kvn_Latn,kvn,not_in_cc_data
kwd_Latn,kwd,not_in_cc_data
kwf_Latn,kwf,not_in_cc_data
kwi_Latn,kwi,not_in_cc_data
kwj_Latn,kwj,not_in_cc_data
kwn_Latn,kwn,not_in_cc_data
kwy_Latn,kwy,not_in_cc_data
kxc_Ethi,kxc,not_in_cc_data
kxm_Thai,kxm,not_in_cc_data
kxw_Latn,kxw,not_in_cc_data
kyc_Latn,kyc,not_in_cc_data
kyf_Latn,kyf,not_in_cc_data
kyg_Latn,kyg,not_in_cc_data
kyq_Latn,kyq,not_in_cc_data
kyu_Kali,kyu,not_in_cc_data
kyu_Latn,kyu,not_in_cc_data
kyu_Mymr,kyu,not_in_cc_data
kyz_Latn,kyz,not_in_cc_data
kze_Latn,kze,not_in_cc_data
kzf_Latn,kzf,not_in_cc_data
kzj_Latn,kzj,not_in_cc_data
lac_Latn,lac,not_in_cc_data
lad_Hebr,lad,not_in_cc_data
lad_Latn,lad,not_in_cc_data
lai_Latn,lai,not_in_cc_data
laj_Latn,laj,not_in_cc_data
lam_Latn,lam,not_in_cc_data
lap_Latn,lap,not_in_cc_data
lbb_Latn,lbb,not_in_cc_data
lbe_Cyrl,lbe,not_in_cc_data
lbj_Tibt,lbj,not_in_cc_data
lbk_Latn,lbk,not_in_cc_data
lcm_Latn,lcm,not_in_cc_data
lcp_Thai,lcp,not_in_cc_data
ldi_Latn,ldi,not_in_cc_data
ldn_Latn,ldn,not_in_cc_data
lee_Latn,lee,not_in_cc_data
lef_Latn,lef,not_in_cc_data
leh_Latn,leh,not_in_cc_data
lem_Latn,lem,not_in_cc_data
leu_Latn,leu,not_in_cc_data
lew_Latn,lew,not_in_cc_data
lex_Latn,lex,not_in_cc_data
lez_Cyrl,lez,not_in_cc_data
lfn_Cyrl,lfn,not_in_cc_data
lfn_Latn,lfn,not_in_cc_data
lgg_Latn,lgg,not_in_cc_data
lgl_Latn,lgl,not_in_cc_data
lgm_Latn,lgm,not_in_cc_data
lhi_Latn,lhi,not_in_cc_data
lhu_Latn,lhu,not_in_cc_data
lia_Latn,lia,not_in_cc_data
lid_Latn,lid,not_in_cc_data
lij_Latn,lij,not_in_cc_data
lim_Latn,lim,not_in_cc_data
lip_Latn,lip,not_in_cc_data
lis_Lisu,lis,not_in_cc_data
liv_Latn,liv,not_in_cc_data
ljp_Latn,ljp,not_in_cc_data
lki_Arab,lki,not_in_cc_data
llb_Latn,llb,not_in_cc_data
lld_Latn,lld,not_in_cc_data
llg_Latn,llg,not_in_cc_data
lln_Latn,lln,not_in_cc_data
lmk_Latn,lmk,not_in_cc_data
lmo_Latn,lmo,not_in_cc_data
lmp_Latn,lmp,not_in_cc_data
lnd_Latn,lnd,not_in_cc_data
lob_Latn,lob,not_in_cc_data
loe_Latn,loe,not_in_cc_data
log_Latn,log,not_in_cc_data
lok_Latn,lok,not_in_cc_data
lol_Latn,lol,not_in_cc_data
lom_Latn,lom,not_in_cc_data
loq_Latn,loq,not_in_cc_data
loz_Latn,loz,not_in_cc_data
lrc_Arab,lrc,not_in_cc_data
lsi_Latn,lsi,not_in_cc_data
lsm_Latn,lsm,not_in_cc_data
ltg_Latn,ltg,not_in_cc_data
lua_Latn,lua,not_in_cc_data
lub_Latn,lub,not_in_cc_data
luc_Latn,luc,not_in_cc_data
lud_Latn,lud,not_in_cc_data
lue_Latn,lue,not_in_cc_data
lun_Latn,lun,not_in_cc_data
luo_Latn,luo,not_in_cc_data
lus_Latn,lus,not_in_cc_data
lvs_Latn,lvs,not_in_cc_data
lwg_Latn,lwg,not_in_cc_data
lwo_Latn,lwo,not_in_cc_data
lww_Latn,lww,not_in_cc_data
lzh_Hani,lzh,not_in_cc_data
maa_Latn,maa,not_in_cc_data
mad_Latn,mad,not_in_cc_data
maf_Latn,maf,not_in_cc_data
mag_Deva,mag,not_in_cc_data
mah_Latn,mah,not_in_cc_data
mai_Deva,mai,not_in_cc_data
maj_Latn,maj,not_in_cc_data
mak_Latn,mak,not_in_cc_data
mam_Latn,mam,not_in_cc_data
maq_Latn,maq,not_in_cc_data
mas_Latn,mas,not_in_cc_data
mau_Latn,mau,not_in_cc_data
mav_Latn,mav,not_in_cc_data
maw_Latn,maw,not_in_cc_data
maz_Latn,maz,not_in_cc_data
mbb_Latn,mbb,not_in_cc_data
mbc_Latn,mbc,not_in_cc_data
mbd_Latn,mbd,not_in_cc_data
mbf_Latn,mbf,not_in_cc_data
mbh_Latn,mbh,not_in_cc_data
mbi_Latn,mbi,not_in_cc_data
mbj_Latn,mbj,not_in_cc_data
mbl_Latn,mbl,not_in_cc_data
mbs_Latn,mbs,not_in_cc_data
mbt_Latn,mbt,not_in_cc_data
mca_Latn,mca,not_in_cc_data
mcb_Latn,mcb,not_in_cc_data
mcd_Latn,mcd,not_in_cc_data
mcf_Latn,mcf,not_in_cc_data
mck_Latn,mck,not_in_cc_data
mcn_Latn,mcn,not_in_cc_data
mco_Latn,mco,not_in_cc_data
mcp_Latn,mcp,not_in_cc_data
mcq_Latn,mcq,not_in_cc_data
mcu_Latn,mcu,not_in_cc_data
mda_Latn,mda,not_in_cc_data
mdf_Cyrl,mdf,not_in_cc_data
mdy_Ethi,mdy,not_in_cc_data
med_Latn,med,not_in_cc_data
mee_Latn,mee,not_in_cc_data
mej_Latn,mej,not_in_cc_data
mek_Latn,mek,not_in_cc_data
men_Latn,men,not_in_cc_data
meq_Latn,meq,not_in_cc_data
mer_Latn,mer,not_in_cc_data
met_Latn,met,not_in_cc_data
meu_Latn,meu,not_in_cc_data
mev_Latn,mev,not_in_cc_data
mfg_Latn,mfg,not_in_cc_data
mfh_Latn,mfh,not_in_cc_data
mfi_Latn,mfi,not_in_cc_data
mfk_Latn,mfk,not_in_cc_data
mfq_Latn,mfq,not_in_cc_data
mfy_Latn,mfy,not_in_cc_data
mfz_Latn,mfz,not_in_cc_data
mgc_Latn,mgc,not_in_cc_data
mgh_Latn,mgh,not_in_cc_data
mgo_Latn,mgo,not_in_cc_data
mgr_Latn,mgr,not_in_cc_data
mhi_Latn,mhi,not_in_cc_data
mhl_Latn,mhl,not_in_cc_data
mhr_Cyrl,mhr,not_in_cc_data
mhw_Latn,mhw,not_in_cc_data
mhx_Latn,mhx,not_in_cc_data
mhy_Latn,mhy,not_in_cc_data
mib_Latn,mib,not_in_cc_data
mic_Latn,mic,not_in_cc_data
mie_Latn,mie,not_in_cc_data
mif_Latn,mif,not_in_cc_data
mig_Latn,mig,not_in_cc_data
mih_Latn,mih,not_in_cc_data
mil_Latn,mil,not_in_cc_data
mim_Latn,mim,not_in_cc_data
min_Latn,min,not_in_cc_data
mio_Latn,mio,not_in_cc_data
mip_Latn,mip,not_in_cc_data
miq_Latn,miq,not_in_cc_data
mir_Latn,mir,not_in_cc_data
mit_Latn,mit,not_in_cc_data
miy_Latn,miy,not_in_cc_data
miz_Latn,miz,not_in_cc_data
mjc_Latn,mjc,not_in_cc_data
mjw_Latn,mjw,not_in_cc_data
mkl_Latn,mkl,not_in_cc_data
mkn_Latn,mkn,not_in_cc_data
mks_Latn,mks,not_in_cc_data
mkz_Latn,mkz,not_in_cc_data
mlh_Latn,mlh,not_in_cc_data
mlp_Latn,mlp,not_in_cc_data
mlu_Latn,mlu,not_in_cc_data
mmn_Latn,mmn,not_in_cc_data
mmo_Latn,mmo,not_in_cc_data
mmx_Latn,mmx,not_in_cc_data
mna_Latn,mna,not_in_cc_data
mnb_Latn,mnb,not_in_cc_data
mnf_Latn,mnf,not_in_cc_data
mni_Beng,mni,not_in_cc_data
mni_Latn,mni,not_in_cc_data
mni_Mtei,mni,not_in_cc_data
mnk_Latn,mnk,not_in_cc_data
mns_Cyrl,mns,not_in_cc_data
mnw_Mymr,mnw,not_in_cc_data
mnx_Latn,mnx,not_in_cc_data
mny_Latn,mny,not_in_cc_data
moa_Latn,moa,not_in_cc_data
moc_Latn,moc,not_in_cc_data
mog_Latn,mog,not_in_cc_data
moh_Latn,moh,not_in_cc_data
mop_Latn,mop,not_in_cc_data
mor_Latn,mor,not_in_cc_data
mos_Latn,mos,not_in_cc_data
mox_Latn,mox,not_in_cc_data
mpg_Latn,mpg,not_in_cc_data
mph_Latn,mph,not_in_cc_data
mpm_Latn,mpm,not_in_cc_data
mpp_Latn,mpp,not_in_cc_data
mps_Latn,mps,not_in_cc_data
mpt_Latn,mpt,not_in_cc_data
mpx_Latn,mpx,not_in_cc_data
mqb_Latn,mqb,not_in_cc_data
mqj_Latn,mqj,not_in_cc_data
mqy_Latn,mqy,not_in_cc_data
mrg_Latn,mrg,not_in_cc_data
mrj_Cyrl,mrj,not_in_cc_data
mrq_Latn,mrq,not_in_cc_data
mrv_Latn,mrv,not_in_cc_data
mrw_Latn,mrw,not_in_cc_data
msb_Latn,msb,not_in_cc_data
msc_Latn,msc,not_in_cc_data
mse_Latn,mse,not_in_cc_data
msk_Latn,msk,not_in_cc_data
msy_Latn,msy,not_in_cc_data
mta_Latn,mta,not_in_cc_data
mtg_Latn,mtg,not_in_cc_data
mti_Latn,mti,not_in_cc_data
mto_Latn,mto,not_in_cc_data
mtp_Latn,mtp,not_in_cc_data
mua_Latn,mua,not_in_cc_data
mug_Latn,mug,not_in_cc_data
muh_Latn,muh,not_in_cc_data
mui_Latn,mui,not_in_cc_data
mup_Deva,mup,not_in_cc_data
mur_Latn,mur,not_in_cc_data
mus_Latn,mus,not_in_cc_data
mux_Latn,mux,not_in_cc_data
muy_Latn,muy,not_in_cc_data
mva_Latn,mva,not_in_cc_data
mvn_Latn,mvn,not_in_cc_data
mvp_Latn,mvp,not_in_cc_data
mwc_Latn,mwc,not_in_cc_data
mwf_Latn,mwf,not_in_cc_data
mwl_Latn,mwl,not_in_cc_data
mwm_Latn,mwm,not_in_cc_data
mwn_Latn,mwn,not_in_cc_data
mwp_Latn,mwp,not_in_cc_data
mwq_Latn,mwq,not_in_cc_data
mwv_Latn,mwv,not_in_cc_data
mww_Latn,mww,not_in_cc_data
mxb_Latn,mxb,not_in_cc_data
mxp_Latn,mxp,not_in_cc_data
mxq_Latn,mxq,not_in_cc_data
mxt_Latn,mxt,not_in_cc_data
mxv_Latn,mxv,not_in_cc_data
myb_Latn,myb,not_in_cc_data
myk_Latn,myk,not_in_cc_data
myu_Latn,myu,not_in_cc_data
myv_Cyrl,myv,not_in_cc_data
myw_Latn,myw,not_in_cc_data
myx_Latn,myx,not_in_cc_data
myy_Latn,myy,not_in_cc_data
mza_Latn,mza,not_in_cc_data
mzh_Latn,mzh,not_in_cc_data
mzk_Latn,mzk,not_in_cc_data
mzl_Latn,mzl,not_in_cc_data
mzm_Latn,mzm,not_in_cc_data
mzn_Arab,mzn,not_in_cc_data
mzw_Latn,mzw,not_in_cc_data
mzz_Latn,mzz,not_in_cc_data
nab_Latn,nab,not_in_cc_data
naf_Latn,naf,not_in_cc_data
nah_Latn,nah,not_in_cc_data
nak_Latn,nak,not_in_cc_data
nan_Latn,,not_in_cc_data
nap_Latn,nap,not_in_cc_data
naq_Latn,naq,not_in_cc_data
nas_Latn,nas,not_in_cc_data
nav_Latn,nav,not_in_cc_data
naw_Latn,naw,not_in_cc_data
nba_Latn,nba,not_in_cc_data
nbc_Latn,nbc,not_in_cc_data
nbe_Latn,nbe,not_in_cc_data
nbl_Latn,nbl,not_in_cc_data
nbq_Latn,nbq,not_in_cc_data
nbu_Latn,nbu,not_in_cc_data
nca_Latn,nca,not_in_cc_data
nch_Latn,nch,not_in_cc_data
ncj_Latn,ncj,not_in_cc_data
ncl_Latn,ncl,not_in_cc_data
ncq_Laoo,ncq,not_in_cc_data
nct_Latn,nct,not_in_cc_data
ncu_Latn,ncu,not_in_cc_data
ncx_Latn,ncx,not_in_cc_data
ndc_Latn,ndc,not_in_cc_data
nde_Latn,nde,not_in_cc_data
ndh_Latn,ndh,not_in_cc_data
ndi_Latn,ndi,not_in_cc_data
ndj_Latn,ndj,not_in_cc_data
ndo_Latn,ndo,not_in_cc_data
nds_Latn,nds,not_in_cc_data
ndz_Latn,ndz,not_in_cc_data
neb_Latn,neb,not_in_cc_data
nfa_Latn,nfa,not_in_cc_data
nfr_Latn,nfr,not_in_cc_data
ngb_Latn,ngb,not_in_cc_data
ngc_Latn,ngc,not_in_cc_data
ngl_Latn,ngl,not_in_cc_data
ngp_Latn,ngp,not_in_cc_data
ngu_Latn,ngu,not_in_cc_data
nhd_Latn,nhd,not_in_cc_data
nhe_Latn,nhe,not_in_cc_data
nhg_Latn,nhg,not_in_cc_data
nhi_Latn,nhi,not_in_cc_data
nhk_Latn,nhk,not_in_cc_data
nho_Latn,nho,not_in_cc_data
nhr_Latn,nhr,not_in_cc_data
nhu_Latn,nhu,not_in_cc_data
nhw_Latn,nhw,not_in_cc_data
nhx_Latn,nhx,not_in_cc_data
nhy_Latn,nhy,not_in_cc_data
nia_Latn,nia,not_in_cc_data
nif_Latn,nif,not_in_cc_data
nii_Latn,nii,not_in_cc_data
nij_Latn,nij,not_in_cc_data
nim_Latn,nim,not_in_cc_data
nin_Latn,nin,not_in_cc_data
nio_Cyrl,nio,not_in_cc_data
niu_Latn,niu,not_in_cc_data
niy_Latn,niy,not_in_cc_data
njb_Latn,njb,not_in_cc_data
njm_Latn,njm,not_in_cc_data
njn_Latn,njn,not_in_cc_data
njo_Latn,njo,not_in_cc_data
njz_Latn,njz,not_in_cc_data
nkf_Latn,nkf,not_in_cc_data
nko_Latn,nko,not_in_cc_data
nlg_Latn,nlg,not_in_cc_data
nma_Latn,nma,not_in_cc_data
nmf_Latn,nmf,not_in_cc_data
nmh_Latn,nmh,not_in_cc_data
nmo_Latn,nmo,not_in_cc_data
nmw_Latn,nmw,not_in_cc_data
nmz_Latn,nmz,not_in_cc_data
nnb_Latn,nnb,not_in_cc_data
nng_Latn,nng,not_in_cc_data
nnh_Latn,nnh,not_in_cc_data
nnl_Latn,nnl,not_in_cc_data
nnp_Latn,nnp,not_in_cc_data
nnq_Latn,nnq,not_in_cc_data
nnw_Latn,nnw,not_in_cc_data
noa_Latn,noa,not_in_cc_data
nob_Latn,nob,not_in_cc_data
nod_Thai,nod,not_in_cc_data
nog_Cyrl,nog,not_in_cc_data
non_Latn,non,not_in_cc_data
nop_Latn,nop,not_in_cc_data
not_Latn,not,not_in_cc_data
nou_Latn,nou,not_in_cc_data
nov_Latn,nov,not_in_cc_data
nph_Latn,nph,not_in_cc_data
npi_Deva,npi,not_in_cc_data
npi_Latn,npi,not_in_cc_data
npl_Latn,npl,not_in_cc_data
npo_Latn,npo,not_in_cc_data
npy_Latn,npy,not_in_cc_data
nqo_Nkoo,nqo,not_in_cc_data
nre_Latn,nre,not_in_cc_data
nrf_Latn,nrf,not_in_cc_data
nri_Latn,nri,not_in_cc_data
nrm_Latn,nrm,not_in_cc_data
nsa_Latn,nsa,not_in_cc_data
nse_Latn,nse,not_in_cc_data
nsm_Latn,nsm,not_in_cc_data
nsn_Latn,nsn,not_in_cc_data
nss_Latn,nss,not_in_cc_data
nst_Latn,nst,not_in_cc_data
nsu_Latn,nsu,not_in_cc_data
ntp_Latn,ntp,not_in_cc_data
ntr_Latn,ntr,not_in_cc_data
ntu_Latn,ntu,not_in_cc_data
nuj_Latn,nuj,not_in_cc_data
nus_Latn,nus,not_in_cc_data
nuy_Latn,nuy,not_in_cc_data
nvm_Latn,nvm,not_in_cc_data
nwb_Latn,nwb,not_in_cc_data
nwi_Latn,nwi,not_in_cc_data
nwx_Deva,nwx,not_in_cc_data
nxd_Latn,nxd,not_in_cc_data
nyf_Latn,nyf,not_in_cc_data
nyk_Latn,nyk,not_in_cc_data
nyn_Latn,nyn,not_in_cc_data
nyo_Latn,nyo,not_in_cc_data
nyu_Latn,nyu,not_in_cc_data
nyy_Latn,nyy,not_in_cc_data
nza_Latn,nza,not_in_cc_data
nzi_Latn,nzi,not_in_cc_data
nzm_Latn,nzm,not_in_cc_data
obo_Latn,obo,not_in_cc_data
ogo_Latn,ogo,not_in_cc_data
ojb_Cans,ojb,not_in_cc_data
ojb_Latn,ojb,not_in_cc_data
oke_Latn,oke,not_in_cc_data
oku_Latn,oku,not_in_cc_data
okv_Latn,okv,not_in_cc_data
old_Latn,old,not_in_cc_data
olo_Latn,olo,not_in_cc_data
omb_Latn,omb,not_in_cc_data
omw_Latn,omw,not_in_cc_data
ong_Latn,ong,not_in_cc_data
ons_Latn,ons,not_in_cc_data
ood_Latn,ood,not_in_cc_data
opm_Latn,opm,not_in_cc_data
orv_Cyrl,orv,not_in_cc_data
ory_Latn,ory,not_in_cc_data
ory_Orya,ory,not_in_cc_data
oss_Cyrl,oss,not_in_cc_data
ota_Arab,ota,not_in_cc_data
otd_Latn,otd,not_in_cc_data
ote_Latn,ote,not_in_cc_data
otm_Latn,otm,not_in_cc_data
otn_Latn,otn,not_in_cc_data
oto_Latn,oto,not_in_cc_data
otq_Latn,otq,not_in_cc_data
ots_Latn,ots,not_in_cc_data
otw_Latn,otw,not_in_cc_data
oym_Latn,oym,not_in_cc_data
ozm_Latn,ozm,not_in_cc_data
pab_Latn,pab,not_in_cc_data
pad_Latn,pad,not_in_cc_data
pag_Latn,pag,not_in_cc_data
pah_Latn,pah,not_in_cc_data
pam_Latn,pam,not_in_cc_data
pao_Latn,pao,not_in_cc_data
pap_Latn,pap,not_in_cc_data
pau_Latn,pau,not_in_cc_data
pbb_Latn,pbb,not_in_cc_data
pbc_Latn,pbc,not_in_cc_data
pbi_Latn,pbi,not_in_cc_data
pbt_Arab,pbt,not_in_cc_data
pcd_Latn,pcd,not_in_cc_data
pck_Latn,pck,not_in_cc_data
pcm_Latn,pcm,not_in_cc_data
pdc_Latn,pdc,not_in_cc_data
pdt_Latn,pdt,not_in_cc_data
pem_Latn,pem,not_in_cc_data
pfe_Latn,pfe,not_in_cc_data
pfl_Latn,pfl,not_in_cc_data
phm_Latn,phm,not_in_cc_data
pib_Latn,pib,not_in_cc_data
pio_Latn,pio,not_in_cc_data
pir_Latn,pir,not_in_cc_data
pis_Latn,pis,not_in_cc_data
pjt_Latn,pjt,not_in_cc_data
pkb_Latn,pkb,not_in_cc_data
plg_Latn,plg,not_in_cc_data
pls_Latn,pls,not_in_cc_data
plt_Latn,plt,not_in_cc_data
plu_Latn,plu,not_in_cc_data
plw_Latn,plw,not_in_cc_data
pma_Latn,pma,not_in_cc_data
pmf_Latn,pmf,not_in_cc_data
pmq_Latn,pmq,not_in_cc_data
pms_Latn,pms,not_in_cc_data
pmx_Latn,pmx,not_in_cc_data
pnb_Arab,pnb,not_in_cc_data
pne_Latn,pne,not_in_cc_data
pnt_Grek,pnt,not_in_cc_data
pny_Latn,pny,not_in_cc_data
poe_Latn,poe,not_in_cc_data
poh_Latn,poh,not_in_cc_data
poi_Latn,poi,not_in_cc_data
pon_Latn,pon,not_in_cc_data
pos_Latn,pos,not_in_cc_data
pot_Latn,pot,not_in_cc_data
pov_Latn,pov,not_in_cc_data
poy_Latn,poy,not_in_cc_data
ppk_Latn,ppk,not_in_cc_data
ppo_Latn,ppo,not_in_cc_data
pps_Latn,pps,not_in_cc_data
prf_Latn,prf,not_in_cc_data
prg_Latn,prg,not_in_cc_data
pri_Latn,pri,not_in_cc_data
prq_Latn,prq,not_in_cc_data
pse_Latn,pse,not_in_cc_data
pss_Latn,pss,not_in_cc_data
ptp_Latn,ptp,not_in_cc_data
ptu_Latn,ptu,not_in_cc_data
pui_Latn,pui,not_in_cc_data
pwg_Latn,pwg,not_in_cc_data
pwn_Latn,pwn,not_in_cc_data
pww_Thai,pww,not_in_cc_data
pxm_Latn,pxm,not_in_cc_data
qub_Latn,qub,not_in_cc_data
quc_Latn,quc,not_in_cc_data
quf_Latn,quf,not_in_cc_data
qug_Latn,qug,not_in_cc_data
quh_Latn,quh,not_in_cc_data
qul_Latn,qul,not_in_cc_data
qup_Latn,qup,not_in_cc_data
qus_Latn,qus,not_in_cc_data
quw_Latn,quw,not_in_cc_data
quy_Latn,quy,not_in_cc_data
quz_Latn,quz,not_in_cc_data
qva_Latn,qva,not_in_cc_data
qvc_Latn,qvc,not_in_cc_data
qve_Latn,qve,not_in_cc_data
qvh_Latn,qvh,not_in_cc_data
qvi_Latn,qvi,not_in_cc_data
qvm_Latn,qvm,not_in_cc_data
qvn_Latn,qvn,not_in_cc_data
qvo_Latn,qvo,not_in_cc_data
qvs_Latn,qvs,not_in_cc_data
qvw_Latn,qvw,not_in_cc_data
qvz_Latn,qvz,not_in_cc_data
qwh_Latn,qwh,not_in_cc_data
qxh_Latn,qxh,not_in_cc_data
qxl_Latn,qxl,not_in_cc_data
qxn_Latn,qxn,not_in_cc_data
qxo_Latn,qxo,not_in_cc_data
qxr_Latn,qxr,not_in_cc_data
rad_Latn,rad,not_in_cc_data
rai_Latn,rai,not_in_cc_data
rap_Latn,rap,not_in_cc_data
rar_Latn,rar,not_in_cc_data
rav_Deva,rav,not_in_cc_data
raw_Latn,raw,not_in_cc_data
rcf_Latn,rcf,not_in_cc_data
rej_Latn,rej,not_in_cc_data
rel_Latn,rel,not_in_cc_data
rgu_Latn,rgu,not_in_cc_data
rhg_Latn,rhg,not_in_cc_data
ria_Latn,ria,not_in_cc_data
rim_Latn,rim,not_in_cc_data
rjs_Deva,rjs,not_in_cc_data
rkb_Latn,rkb,not_in_cc_data
rmc_Latn,rmc,not_in_cc_data
rme_Latn,rme,not_in_cc_data
rml_Latn,rml,not_in_cc_data
rmn_Cyrl,rmn,not_in_cc_data
rmn_Grek,rmn,not_in_cc_data
rmn_Latn,rmn,not_in_cc_data
rmo_Latn,rmo,not_in_cc_data
rmq_Latn,rmq,not_in_cc_data
rmy_Cyrl,rmy,not_in_cc_data
rmy_Latn,rmy,not_in_cc_data
rnd_Latn,rnd,not_in_cc_data
rng_Latn,rng,not_in_cc_data
rnl_Latn,rnl,not_in_cc_data
roo_Latn,roo,not_in_cc_data
rop_Latn,rop,not_in_cc_data
row_Latn,row,not_in_cc_data
rro_Latn,rro,not_in_cc_data
rtm_Latn,rtm,not_in_cc_data
rub_Latn,rub,not_in_cc_data
rue_Cyrl,rue,not_in_cc_data
ruf_Latn,ruf,not_in_cc_data
rug_Latn,rug,not_in_cc_data
rup_Latn,rup,not_in_cc_data
rwo_Latn,rwo,not_in_cc_data
sab_Latn,sab,not_in_cc_data
sah_Cyrl,sah,not_in_cc_data
sas_Latn,sas,not_in_cc_data
sat_Latn,sat,not_in_cc_data
sat_Olck,sat,not_in_cc_data
sba_Latn,sba,not_in_cc_data
sbd_Latn,sbd,not_in_cc_data
sbe_Latn,sbe,not_in_cc_data
sbl_Latn,sbl,not_in_cc_data
sbs_Latn,sbs,not_in_cc_data
sby_Latn,sby,not_in_cc_data
sck_Deva,sck,not_in_cc_data
scn_Latn,scn,not_in_cc_data
sda_Latn,sda,not_in_cc_data
sdc_Latn,sdc,not_in_cc_data
sdh_Arab,sdh,not_in_cc_data
sdo_Latn,sdo,not_in_cc_data
sdq_Latn,sdq,not_in_cc_data
seh_Latn,seh,not_in_cc_data
ses_Latn,ses,not_in_cc_data
sey_Latn,sey,not_in_cc_data
sfw_Latn,sfw,not_in_cc_data
sgb_Latn,sgb,not_in_cc_data
sgc_Latn,sgc,not_in_cc_data
sgh_Cyrl,sgh,not_in_cc_data
sgs_Latn,sgs,not_in_cc_data
sgw_Ethi,sgw,not_in_cc_data
sgz_Latn,sgz,not_in_cc_data
shi_Latn,shi,not_in_cc_data
shk_Latn,shk,not_in_cc_data
shn_Mymr,shn,not_in_cc_data
shp_Latn,shp,not_in_cc_data
shu_Arab,shu,not_in_cc_data
sid_Latn,sid,not_in_cc_data
sig_Latn,sig,not_in_cc_data
sil_Latn,sil,not_in_cc_data
sim_Latn,sim,not_in_cc_data
sja_Latn,sja,not_in_cc_data
sjo_Mong,sjo,not_in_cc_data
sju_Latn,sju,not_in_cc_data
skg_Latn,skg,not_in_cc_data
skr_Arab,skr,not_in_cc_data
sld_Latn,sld,not_in_cc_data
sll_Latn,sll,not_in_cc_data
sma_Latn,sma,not_in_cc_data
sme_Latn,sme,not_in_cc_data
smj_Latn,smj,not_in_cc_data
smk_Latn,smk,not_in_cc_data
sml_Latn,sml,not_in_cc_data
smn_Latn,smn,not_in_cc_data
sms_Latn,sms,not_in_cc_data
smt_Latn,smt,not_in_cc_data
snc_Latn,snc,not_in_cc_data
snf_Latn,snf,not_in_cc_data
snn_Latn,snn,not_in_cc_data
snp_Latn,snp,not_in_cc_data
snw_Latn,snw,not_in_cc_data
sny_Latn,sny,not_in_cc_data
soe_Latn,soe,not_in_cc_data
sop_Latn,sop,not_in_cc_data
soq_Latn,soq,not_in_cc_data
soy_Latn,soy,not_in_cc_data
spl_Latn,spl,not_in_cc_data
spm_Latn,spm,not_in_cc_data
spp_Latn,spp,not_in_cc_data
sps_Latn,sps,not_in_cc_data
spy_Latn,spy,not_in_cc_data
srd_Latn,srd,not_in_cc_data
sri_Latn,sri,not_in_cc_data
srm_Latn,srm,not_in_cc_data
srn_Latn,srn,not_in_cc_data
srq_Latn,srq,not_in_cc_data
srr_Latn,srr,not_in_cc_data
ssd_Latn,ssd,not_in_cc_data
ssg_Latn,ssg,not_in_cc_data
ssx_Latn,ssx,not_in_cc_data
stn_Latn,stn,not_in_cc_data
stp_Latn,stp,not_in_cc_data
stq_Latn,stq,not_in_cc_data
sua_Latn,sua,not_in_cc_data
