dataset_id,parquet_convertible,status_code,partial,partial_split_names_seen,num_shards
YongchengYAO/SKI10,,500,,,
VISAI-AI/nitibench,True,200,False,,2.0
PrimeIntellect/stackexchange-question-answering,True,200,False,,2.0
GAIR/LIMO,True,200,False,,1.0
dafbgd/UHRIM,True,200,True,,6.0
eshangj/stackoverflow_q_and_a_sample,True,200,False,,1.0
Anthropic/EconomicIndex,,500,,,
Voxel51/gaussian_splatting,True,200,False,,1.0
TsinghuaC3I/MedXpertQA,True,200,False,,4.0
Lymann/EgoExo-Fitness,,401,,,
agibot-world/AgiBotWorld-Beta,,401,,,
lmms-lab/charades_sta,True,200,False,,1.0
hanky2397/schematic_images,,401,,,
OpenGVLab/Mono-InternVL-2B-Synthetic-Data,True,200,True,,2.0
HistoryLab/foiarchive,,401,,,
Teravee/1000_english-grammar-dataset,True,200,False,,1.0
HKUSTAudio/Audio-FLAN-Dataset,,401,,,
hotchpotch/fineweb-2-edu-japanese,True,200,False,,1954.0
aadarsh99/kyvo-datasets-and-codebooks,True,200,False,,0.0
nuriachandra/Deepfake-Eval-2024,,401,,,
kitofrank/RFUAV,True,200,True,,19.0
InternScience/SurveyBench,,500,,,
lmms-lab/EgoLife,True,200,False,,1.0
glaiveai/reasoning-v1-20m,True,200,False,,709.0
ttgeng233/LongVALE,True,200,False,,2.0
KodCode/KodCode-V1,True,200,False,,16.0
LAMDA-NeSy/ChinaTravel,True,200,False,,11.0
FRENKIE-CHIANG/DanmakuTPP,,401,,,
forecastingresearch/forecastbench-datasets,True,200,False,,0.0
EPFL-ECEO/coralscapes,True,200,False,,10.0
yaak-ai/L2D,True,200,False,,20.0
ai4bharat/Svarah,,401,,,
warmestman/common-voice-20-mn-normalized,True,200,False,,6.0
thinklis/DongbaMIE,,401,,,
InternScience/SurveyForge_database,True,200,False,,0.0
flagrantia/character_select_stand_alone_app,True,200,False,,2.0
avery00/MomentSeeker,True,200,False,,0.0
praiselab-picuslab/MMMED,,401,,,
SicariusSicariiStuff/Synth_Usernames,True,200,False,,1.0
inclusionAI/Ling-Coder-SFT,True,200,True,,7.0
matdmiller/finemath-4plus,True,200,False,,152.0
a-m-team/AM-DeepSeek-R1-Distilled-1.4M,True,200,False,,0.0
ai4bharat/IndicCorpV2,True,200,False,,0.0
BAAI/ChildMandarin,,401,,,
tahoebio/Tahoe-100M,True,200,False,,4419.0
hyfather/system-logs,True,200,False,,3.0
yifengzhu-hf/LIBERO-datasets,,500,,,
mssqpi/Arabic-OCR-Dataset,True,200,False,,4.0
nvidia/HelpSteer3,True,200,False,,10.0
nvidia/Llama-Nemotron-Post-Training-Dataset,True,200,True,,32.0
nvidia/PhysicalAI-SimReady-Warehouse-01,True,200,False,,1.0
mli-lab/PMoC3D,,401,,,
Janak12/FlintstonesSV_Plus_Plus,True,200,False,,4.0
ekacare/NidaanKosha-100k-V1.0,True,200,False,,2.0
smpchallenge/SMP-Video,,401,,,
ministere-culture/comparia-conversations_raw,,401,,,
cadene/droid_1.0.1,True,200,False,,0.0
HuggingFaceTB/stack-edu,True,200,False,,42.0
radubeche/claravid,,401,,,
agents-course/unit3-invitees,True,200,False,,1.0
AzharAli05/Resume-Screening-Dataset,True,200,False,,1.0
